hotel_name,hotel_address,original,paraphrase,turker_selected_attributes
The Westin Warsaw,unknown," Polished rooms in a contemporary high-rise with a fusion eatery, trendy bar, gym & meeting rooms.",This hotel is a modern high-rise that features beautiful rooms. They also have a restaurant and bar as well. This is a good place for meetings. There is a gym on site.,feels_elegant | feels_contemporary | feels_hip | has_bar_onsite | feels_buzzy | feels_modern | has_fitness_center | has_meeting_rooms
The Westin Warsaw,unknown,"Polished rooms in a contemporary high-rise with a fusion eatery, trendy bar, gym & meeting rooms. ",This hotel has polished rooms in a contemporary high-rise with a gym and meeting rooms. It also has a fusion eatery and trendy bar. ,feels_elegant | feels_contemporary | feels_hip | has_bar_onsite | feels_buzzy | feels_modern | has_fitness_center | has_meeting_rooms
The Westin Warsaw,unknown," Amenities include a gym, massage services (fee) and 16 meeting rooms.",Some of the extras include a gym and 16 meeting rooms. You can even get a massage for an extra cost.,None
The Windsor Suites,"1700 Benjamin Franklin Parkway, Philadelphia, PA 19103, USA","Suites with kitchens plus a rooftop pool A 3-minute walk from the Suburban SEPTA station, this all-suite hotel is also a 9-minute walk from the Pennsylvania Convention Center. ",This budget friendly hotel offers suites with kitchens and has a rooftop bar.  It is within walking distance to the suburban SEPTA station and Convention Center.,None
The Windsor Suites,"1700 Benjamin Franklin Parkway, Philadelphia, PA 19103, USA","Amenities include a seasonal rooftop pool, a 24-hour fitness center and laundry facilities on every floor.","The Windsor Suites has a seasonal rooftop pool, it has a fitness center that is open all the time and it has wash machines and dryers if you need to do laundry.  ",is_open_seasonally | has_fitness_center
The Windsor Suites,"1700 Benjamin Franklin Parkway, Philadelphia, PA 19103, USA","Unfussy suites with kitchens, dining areas & free WiFi, plus laundry facilities & a rooftop pool.","The hotel has suites with a kitchen and a dining area. The suite also has free Wi-Fi, laundry, and a rooftop pool.",is_room_type | has_kitchen_in_room | has_swimming_pool_rooftop | has_wi_fi_free | has_onsite_laundry | is_straightforward
The Z Hotel Shoreditch,unknown,"The compact, minimalist-style rooms feature glass-enclosed wet rooms, free WiFi, 48-inch smart TVs, and tea and coffeemaking facilities.",This hotel provides basic and neatly put together rooms. Rooms have glass enclosed wet rooms and a 48 in smart tv is also within. Wifi is available in the room free of charge along with tea and coffee making equipment.,has_wi_fi_free | has_coffee_in_rooms | is_streamlined | has_wet_room
The Z Hotel Shoreditch,unknown,"The compact, minimalist-style rooms feature glass-enclosed wet rooms, free WiFi, 48-inch smart TVs, and tea and coffeemaking facilities. Some rooms lack windows. There's a contemporary bar/cafe serving snacks and offering a breakfast buffet for a fee.","This trendy budget hotel offers compact rooms in a minimalist-style. The rooms feature glass-enclosed wet rooms, free wifi and 48-inch smart TVs. Tea and coffee facilities are available. Some rooms do not have windows. For a fee, enjoy snacks and a breakfast buffet in the contemporary bar/cafe. ",has_wi_fi_free | has_coffee_in_rooms | is_streamlined | has_wet_room
The Z Hotel Shoreditch,unknown," a grand converted office building in Shoreditch's Silicon Roundabout, this trendy budget hotel is a 2-minute walk from Old Street tube station and a 13-minute walk from the Barbican Centre",The Hotel was an office building before in Shoredith's Silicon Roundabout. It is a trendy hotel within a 2 a minute walk from Old Street and a 13 minute walk distance from Barbican Centre.,None
The Z Hotel Soho,unknown," Modest, contemporary rooms with free WiFi and a cafe in a series of converted Georgian townhouses. ","This hotel has nice contemporary rooms with free WiFi.If you need something bigger, they have townhouses. They also have an on-site cafe.",feels_contemporary | has_wi_fi_free | feels_modest | has_notable_decor | feels_modern | has_onsite_cafe
The Z Hotel Soho,unknown," Modest, contemporary rooms with free WiFi and a cafe in a series of converted Georgian townhouses",The Z hotel was converted from Georgian townhouses.  Its rooms are modest and contemporary and include free Wifi. ,feels_contemporary | has_wi_fi_free | feels_modest | has_notable_decor | feels_modern | has_onsite_cafe
The Z Hotel Soho,unknown,"Modest, contemporary rooms with free WiFi and a cafe in a series of converted Georgian townhouses. ","This hotel is a series of Georgian townhouses that have been converted into modest, contemporary rooms. Free WiFi and a cafe are among the amenities.",feels_contemporary | has_wi_fi_free | feels_modest | has_notable_decor | feels_modern | has_onsite_cafe
Thistle Euston Hotel,unknown,"Amenities include a brasserie-style restaurant and an informal lounge/bar, as well as a business centre and 6 meeting rooms. ",You can quench your thirst at the casual lounge or enjoy a delightful meal at the brasserie-style restaurant. This hotel also offers a business center and 6 meeting rooms.  ,None
Thistle Euston Hotel,unknown,Room service is available 24/7.,They have room service available around the clock.,has_business_center | feels_casual | has_restaurant | has_bar_onsite | has_room_service | has_meeting_rooms
Thistle Euston Hotel,unknown,"A 2-minute walk from Euston railway station, this modern hotel is 0.9 miles from the British Museum and 1.1 miles from Madame Tussauds London.",The hotel is modern and is close to alot of interesting visit spots.  It is only .9 miles to the British Museum and 1.1 miles from Madam Tussauds in London.,feels_contemporary | feels_modern
"Threadneedles, Autograph Collection",unknown,"Elegant boutique hotel in a Victorian building with free Wi-Fi, a high-end restaurant & event rooms.",This is an elegant hotel in Victorian settings with a restaurant and event rooms.,feels_elegant | feels_upscale
"Threadneedles, Autograph Collection",unknown,"Elegant boutique hotel in a Victorian building with free Wi-Fi, a high-end restaurant & event rooms.","This is an elegant boutique hotel in a Victorian building. It has free Wi-Fi, a nice restaurant and event rooms.",None
"Threadneedles, Autograph Collection",unknown,"Elegant boutique hotel in a Victorian building with free Wi-Fi, a high-end restaurant & event rooms. Stylish lodging with dining & free Wi-Fi",This is an elegant Victorian style hotel. It features free wifi and a high-end restaurant. They also have event rooms.,feels_elegant | feels_upscale
Tivoli Hotel & Congress Center,unknown,"The relaxed rooms with colorful accents feature free Wi-Fi and TVs, plus desks, minifridges, and tea and coffeemakers.","The hotel has relaxed rooms with colorful accents, free wifi, TVs, desks, minifridges, tea, and coffee makers.",has_coffee_in_rooms | has_desk_in_rooms | has_wi_fi_free | feels_casual | feels_relaxing | has_coffee_or_tea_in_rooms | is_colorful | has_minifridge_in_rooms
Tivoli Hotel & Congress Center,unknown,"The relaxed rooms with colorful accents feature free Wi-Fi and TVs, plus desks, minifridges, and tea and coffeemakers.",These hotel rooms are designed to feel relaxed and feature colorful accents. In each room the amenities include free Wi-Fi with a desk and TV. Also available in each room is a mini-fridge with tea and coffee makers.,has_coffee_in_rooms | has_desk_in_rooms | has_wi_fi_free | feels_casual | feels_relaxing | has_coffee_or_tea_in_rooms | is_colorful | has_minifridge_in_rooms
Tivoli Hotel & Congress Center,unknown,"The relaxed rooms with colorful accents feature free Wi-Fi and TVs, plus desks, minifridges, and tea and coffeemakers. ","This hotel has relaxing rooms decorated in vibrant colors. Each room has free wi-fi, TVs, desks, minifridges and tea and coffemakers. ",has_coffee_in_rooms | has_desk_in_rooms | has_wi_fi_free | feels_casual | feels_relaxing | has_coffee_or_tea_in_rooms | is_colorful | has_minifridge_in_rooms
Toronto Marriott Downtown Eaton Centre Hotel,unknown,"Downtown hotel with classic rooms & suites, plus a rooftop pool, fitness center & upscale dining.","This hotel is located downtown and has both classic rooms and suites. There is a fitness center on site, as well as upscale dining and a rooftop pool.",has_fitness_center | feels_traditional | feels_upscale
Toronto Marriott Downtown Eaton Centre Hotel,unknown,"Downtown hotel with classic rooms & suites, plus a rooftop pool, fitness center & upscale dining.",The hotel is located downtown and offers both regular and suite style rooms.  There is a fitness center and a rooftop pool for guests to use.  Also within the hotel is an upscale restaurant.,has_fitness_center | feels_traditional | feels_upscale
Toronto Marriott Downtown Eaton Centre Hotel,unknown,"Downtown hotel with classic rooms & suites, plus a rooftop pool, fitness center & upscale dining. ","This downtown hotel has classic rooms, a rooftop pool and fitness center. An on site upscale dining option is also available. ",has_fitness_center | feels_traditional | feels_upscale
Toshi Center Hotel Tokyo,unknown,"In the Chiyoda ward in Tokyo’s Central Business District, this high-rise hotel is a 6-minute walk from Nagatacho metro station and 3 km from the Tokyo Imperial Palace. ","This is a high-rise hotel in the Chiyoda ward. It'a also in Tokyo's Central Business District, and only a short walk from the Nagatacho metro station. The Tokyo Imperial Palace is also nearby, about 3km from the hotel. ",None
Toshi Center Hotel Tokyo,unknown,"Classic rooms come with flat-screen TVs, minifridges, and tea and coffeemaking facilities. Some feature city views",The hotels rooms have flat-screen TVs. Other features include minifridges and tea and coffee makers. Some rooms even have views of the city!,feels_traditional | has_coffee_in_rooms | has_minifridge_in_rooms
Toshi Center Hotel Tokyo,unknown,"Some feature city views; 1 room offers shoji doors, traditional short-legged tables and sleeping mats.","Some rooms feature city views. One traditional room also features shoji doors, short-legged tables and sleeping mats.",feels_traditional
Travelodge,unknown,"The straightforward rooms come with custom-designed beds, flat-screen TVs and desks. They also include limited free Wi-Fi, and tea and coffeemaking facilities.",this hotel offer free stay for 15 and under with paying adult. paid parking is available. it also offers all you can eat breakfast buffet. ,None
Travelodge,unknown,This modern budget hotel is a 13-minute walk from King's Cross St. Pancras tube station and a 0.9-mile drive from the British Museum.,Located just a 13-minute walk form King's Cross St. Pancras tube station and a 0.9-mile drive from the British Museum.,None
Travelodge,unknown,"Simple lodging offering straightforward rooms with custom-designed beds, plus a restaurant/bar.",This is a simple hotel. Rooms offer the basics with beds that are custom-designed. It does offer a restaurant/bar as well. ,None
